genres,release_date,tags,specs,price,sentiment,metascore
"['Adventure', 'Indie']",2015-10-29,"['Adventure', 'Indie', 'Horror', 'Point & Click', 'Dark', 'Singleplayer', 'Dark Humor', 'Gore', 'Atmospheric', 'Puzzle', 'Cute', 'Surreal']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",8.99,Very Positive,84
"['Action', 'Adventure']",2015-10-30,"['Replay Value', 'Difficult', 'Rogue-like', 'Indie', 'Great Soundtrack', 'Dungeon Crawler', 'Singleplayer', 'Dark', 'Action', 'Pixel Graphics', 'Adventure', 'Gore', 'Survival', 'Rogue-lite', 'Co-op', '2D', 'Procedural Generation', 'Atmospheric', 'Horror', 'Psychological Horror']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",10.99,Very Positive,85
"['Simulation', 'Strategy']",2015-11-03,"['Strategy', 'City Builder', 'Simulation', 'Futuristic', 'Sci-fi', 'Singleplayer', 'Economy', 'Space', 'Management', 'RTS', 'Resource Management', 'Multiplayer', 'Great Soundtrack', 'Building', 'Casual', 'Sandbox', 'Co-op', '4X']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",39.99,Mixed,72
"['Action', 'Adventure']",2015-11-05,"['Multiplayer', 'FPS', 'Zombies', 'Action', 'Shooter', 'First-Person', 'Co-op', 'Singleplayer', 'Illuminati', 'Futuristic', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation', 'Open World']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",59.99,Mixed,73
"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06,"['RPG', 'Action', 'Adventure', 'Hack and Slash', 'Indie', 'Action RPG', 'Co-op', 'Steampunk', 'Isometric', 'Multiplayer', 'Loot', 'Singleplayer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",44.99,Mixed,79
"['Action', 'Adventure', 'Indie']",2015-11-11,"['Indie', 'Platformer', 'Pixel Graphics', 'Retro', '2D', 'Shooter', 'Singleplayer', 'Difficult', 'Action', 'Great Soundtrack', 'Adventure', ""Shoot 'Em Up"", 'Arcade', 'Side Scroller', 'Silent Protagonist', 'Controller', 'Soundtrack', 'Satire', 'Fantasy', 'Classic']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,Very Positive,82
"['Action', 'Indie', 'RPG', 'Simulation']",2015-11-17,"['Medieval', 'Open World', 'Survival', 'Crafting', 'Sandbox', 'Building', 'Multiplayer', 'RPG', 'Simulation', 'Co-op', 'MMORPG', 'Action', 'Adventure', 'Massively Multiplayer', 'Indie', 'Atmospheric', 'Strategy', 'Historical', 'Walking Simulator', 'Singleplayer']","['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",39.99,Mixed,63
"['RPG', 'Strategy']",2015-11-19,"['Tactical', 'Games Workshop', 'Turn-Based', 'RPG', 'Strategy', 'Dark Fantasy', 'Turn-Based Tactics', 'Multiplayer', 'Turn-Based Strategy', 'Turn-Based Combat', 'Fantasy', 'Perma Death', 'Singleplayer', 'Medieval', 'Procedural Generation', 'Board Game', 'Indie', 'Controller', 'Competitive', 'Tactical RPG']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,Mostly Positive,74
"['Action', 'Indie']",2015-11-20,"['2D', 'Turn-Based', 'Strategy', 'Multiplayer', 'Action', 'Local Multiplayer', 'Robots', 'Indie', 'Controller']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,Positive,69
"['Action', 'Adventure', 'RPG']",2015-11-24,"['Action', 'RPG', 'Adventure', 'Story Rich', 'Action RPG', 'Historical', 'Isometric', 'Hack and Slash', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",9.99,Mixed,66
"['Racing', 'Simulation', 'Sports']",2015-11-30,"['Sports', 'Simulation', 'Racing', 'Multiplayer', 'Singleplayer']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,Very Positive,68
"['Action', 'Adventure']",2015-11-30,"['Open World', 'Action', 'Destruction', 'Third-Person Shooter', 'Adventure', 'Singleplayer', 'Shooter', 'Third Person', 'Sandbox', 'Exploration', 'Multiplayer', 'Physics', 'Funny', 'Atmospheric', 'Comedy', 'Parkour', 'Great Soundtrack', 'Co-op', 'Moddable', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",49.99,Mostly Positive,74
"['Indie', 'Simulation', 'Strategy']",2015-12-02,"['Strategy', 'City Builder', 'Simulation', 'Indie', 'Mythology', 'Fantasy', 'Singleplayer', 'Management']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,Mixed,69
['Action'],2015-12-03,"[""Shoot 'Em Up"", 'Arcade', 'Action', 'Great Soundtrack', '4 Player Local', 'Bullet Hell', 'Side Scroller', 'Local Co-Op', 'Co-op']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",49.99,Very Positive,80
['Action'],2015-12-09,"['Fighting', 'Anime', '2D Fighter', 'Great Soundtrack', 'Action', 'Arcade', 'Multiplayer', 'e-sports', 'Singleplayer', 'Story Rich', '2.5D', 'Competitive', 'Cute', 'Visual Novel', 'God Game']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,Very Positive,84
"['Adventure', 'Indie']",2015-12-15,"['Indie', 'Visual Novel', 'Adventure', 'Anime', 'Memes', 'Story Rich', 'Dating Sim', 'Horror', 'Funny', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,Very Positive,54
"['Indie', 'RPG', 'Strategy']",2016-01-08,"['Management', 'Indie', 'Pixel Graphics', 'Strategy', 'RPG', 'Fighting', 'Retro', 'Singleplayer', '2D', 'Simulation', 'Sports', 'Great Soundtrack', 'Action', 'Atmospheric', 'Casual', 'Arcade', 'Funny', 'Difficult', '2D Fighter', 'Story Rich']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",9.99,Very Positive,73
"['Indie', 'RPG', 'Strategy']",2016-01-11,"['Strategy', 'Indie', 'Space', 'Board Game', 'Difficult', 'Turn-Based', 'RPG', 'Mars', 'Survival', 'Great Soundtrack', 'Rogue-like']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,Mostly Positive,61
"['Adventure', 'Indie']",2016-01-11,"['Indie', 'Story Rich', 'Adventure', 'Walking Simulator', 'Narration', 'Atmospheric', 'Singleplayer', 'Great Soundtrack', 'Documentary', 'Point & Click', 'Surreal', 'Casual', 'First-Person', 'Dark', 'Family Friendly', 'Drama']","['Single-player', 'Full controller support']",9.99,Very Positive,78
"['Adventure', 'Indie']",2016-01-14,"['Story Rich', 'Choices Matter', 'Supernatural', 'Female Protagonist', 'Atmospheric', 'Indie', 'Adventure', 'Horror', 'Mystery', 'Great Soundtrack', 'Singleplayer', 'Multiple Endings', 'Thriller', 'Side Scroller', 'Psychological Horror', 'Walking Simulator', '2D', '2.5D', 'Short', 'Lovecraftian']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,Very Positive,80
"['Action', 'Adventure', 'RPG']",2016-01-15,"['RPG', 'Open World', 'Character Customization', 'Action', 'Adventure', 'Fantasy', 'Singleplayer', 'Action RPG', 'Dragons', 'Third Person', 'Dark Fantasy', 'Magic', 'Exploration', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Story Rich', 'JRPG', 'Multiplayer', 'Hack and Slash']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,Very Positive,81
['Strategy'],2016-01-20,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'Space', 'Atmospheric', 'Singleplayer', 'Action', 'Futuristic', 'Co-op', 'Real-Time']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",49.99,Mostly Positive,79
"['Adventure', 'Indie']",2016-01-26,"['Puzzle', 'Exploration', 'First-Person', 'Singleplayer', 'Open World', 'Colorful', 'Indie', 'Adventure', 'Atmospheric', 'Walking Simulator', 'Difficult', 'Nonlinear', 'Casual', 'Mystery', 'Great Soundtrack', 'Surreal', 'Relaxing', 'Story Rich', 'Philisophical', 'Sandbox']","['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",39.99,Very Positive,87
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016-02-01,"['Free to Play', 'Card Game', 'Strategy', 'Indie', 'Massively Multiplayer', 'Trading Card Game']","['Single-player', 'Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",0.0,Mostly Positive,63
"['Action', 'RPG']",2016-02-08,"['Action', 'Open World', 'Zombies', 'Parkour', 'RPG', 'First-Person', 'Multiplayer', 'Co-op', 'Survival', 'Adventure', 'Gore', 'FPS']","['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,Very Positive,79
"['Adventure', 'Indie']",2016-02-15,"['Adventure', 'Indie', 'Horror', 'Psychological Horror', 'Story Rich', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Gore', 'Dark', '2D']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",10.99,Very Positive,75
['Action'],2004-11-29,"['Action', 'FPS', 'War', 'Historical']","['Single-player', 'Multi-player']",9.99,Mixed,71
"['Adventure', 'Indie']",2016-02-09,"['Adventure', 'Indie', 'Point & Click', 'Nudity']","['Single-player', 'Steam Achievements']",6.99,Positive,54
"['Adventure', 'Indie', 'Strategy']",2016-02-12,"['Indie', 'Adventure', 'Strategy', 'Puzzle', 'Walking Simulator', 'Atmospheric']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,Mixed,40
"['Action', 'Indie', 'RPG']",2016-02-12,"['Indie', 'Action', 'RPG', 'Cyberpunk', 'Great Soundtrack', 'Top-Down Shooter', 'Action RPG', 'Story Rich']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Mixed,68
"['Action', 'Indie']",2016-02-15,"['Indie', 'Action', 'Local Co-Op', ""Beat 'em up"", 'Fighting', 'Arcade', 'Singleplayer', 'Local Multiplayer']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Mixed,58
"['Adventure', 'Indie']",2016-02-15,"['Horror', 'Psychological Horror', 'Atmospheric', 'Walking Simulator', 'First-Person', 'Indie', 'Adventure', 'Singleplayer', 'Story Rich', 'Psychedelic', 'Great Soundtrack', 'Puzzle', 'Dark', 'Exploration', 'Mystery', 'Lovecraftian', 'Surreal', 'Survival Horror', 'Point & Click', 'Short']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,Very Positive,72
['Action'],2016-02-15,"['Fighting', 'Multiplayer', 'Competitive', '2D Fighter', 'Action', 'Arcade', 'Local Multiplayer', 'e-sports', '2.5D', 'Great Soundtrack', 'Anime', 'Singleplayer', '2D', 'Classic', 'Controller', 'Female Protagonist', 'Memes', ""Beat 'em up"", 'Heist', 'Nudity']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",39.99,Mixed,74
"['Adventure', 'Indie']",2016-02-17,"['Adventure', 'Indie', 'Walking Simulator', 'Exploration', 'First-Person', 'Sci-fi', 'Surreal']","['Single-player', 'Steam Achievements']",9.99,Mostly Positive,64
['Action'],2016-02-18,"['Action', 'FPS', 'Singleplayer', 'Sci-fi', 'Shooter', 'First-Person', 'Mod', 'Story Rich', 'Indie']","['Single-player', 'Steam Trading Cards', 'Commentary available']",9.99,Mixed,43
"['Indie', 'Simulation', 'Strategy']",2016-02-18,"['Strategy', 'Simulation', 'Indie', 'Management']","['Single-player', 'Steam Achievements']",9.99,Mixed,59
"['Action', 'Indie', 'RPG']",2016-02-18,"['Indie', 'Action', 'RPG', 'Dungeon Crawler', 'Rogue-like', 'Puzzle', 'Strategy', 'Loot', 'Rogue-lite']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,Mixed,78
['Adventure'],2016-02-18,"['Anime', 'Mystery', 'Visual Novel', 'Detective', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Psychological Horror', 'Horror', 'Dark Comedy', 'Dark Humor', 'Puzzle', 'Point & Click', 'Action', 'Comedy', 'Funny', 'Survival', 'Exploration', 'Memes']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Overwhelmingly Positive,82
"['Action', 'Adventure', 'Indie']",2016-02-24,"['Survival', 'Adventure', 'Indie', 'Great Soundtrack', 'Female Protagonist', 'Crafting', 'Action', 'Rogue-like', 'Atmospheric', 'Exploration', 'Post-apocalyptic', 'Rogue-lite', 'Singleplayer', 'Difficult', 'Isometric', 'Strategy', 'Open World', 'Kickstarter']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Mostly Positive,73
['Strategy'],2016-02-23,"['Strategy', 'Turn-Based', 'Puzzle', 'Stealth', 'Singleplayer', 'Casual']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",7.99,Very Positive,72
"['Action', 'Adventure']",2016-05-17,"['Stealth', 'Action', 'Female Protagonist', 'Adventure', 'Medieval', 'Assassin', 'Singleplayer', 'Third Person', 'Physics', 'Strategy', 'Atmospheric', 'Level Editor']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",16.99,Mostly Positive,53
['RPG'],2016-02-24,"['RPG', 'Anime', 'Strategy RPG', 'JRPG', 'Turn-Based', 'Comedy', 'Turn-Based Strategy', 'Funny', 'Turn-Based Tactics', 'Tactical RPG', 'Strategy', 'Tactical', 'Singleplayer', 'Great Soundtrack', 'Demons', '2D', 'Pixel Graphics', 'Replay Value', 'Story Rich', 'Visual Novel']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,74
"['Action', 'Indie']",2016-02-25,"['FPS', 'Action', 'Bullet Time', 'First-Person', 'Time Manipulation', 'Singleplayer', 'Indie', 'Puzzle', 'Shooter', 'Strategy', 'Minimalist', 'Short', 'Tactical', 'Difficult', 'Bullet Hell', 'VR', 'Cyberpunk', 'Kickstarter', 'Funny', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",24.99,Very Positive,82
"['Adventure', 'Indie', 'RPG']",2016-03-03,"['Adventure', 'Indie', 'Pixel Graphics', 'Horror', 'RPG', 'Stealth', 'Mystery', 'Survival Horror', 'Top-Down', 'Fantasy', 'Surreal', 'Anime', 'Action-Adventure', '2D']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Very Positive,78
"['Adventure', 'Indie']",2016-03-10,"['Indie', 'Adventure', 'Puzzle', 'Atmospheric', 'Mystery', 'Horror', 'First-Person', 'Walking Simulator', 'Psychological Horror']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Mostly Positive,68
"['Action', 'Indie']",2016-03-04,"['Pixel Graphics', 'Metroidvania', 'Female Protagonist', 'Action', '2D', 'Anime', 'Indie', 'Platformer', 'Cute', 'Singleplayer', 'Difficult', 'Great Soundtrack', 'Fantasy', 'Adventure', 'Side Scroller', 'Exploration', 'Atmospheric', 'Controller', 'Dark Fantasy', 'Classic']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Overwhelmingly Positive,82
"['Action', 'Adventure']",2016-03-11,"['Stealth', 'Adventure', 'Action', 'Cold War', 'Assassin', 'Third Person']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",39.99,Mixed,40
['Adventure'],2016-03-17,"['Adventure', 'Horror', 'Puzzle']","['Single-player', 'Steam Achievements']",14.99,Mixed,63
"['Adventure', 'Indie']",2016-03-22,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Pirates', 'Funny', 'Female Protagonist']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,Positive,81
"['Action', 'Indie', 'RPG']",2016-08-23,"['RPG', 'Action', 'Indie', 'Zombies']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements']",19.99,Very Positive,66
"['Adventure', 'Casual', 'Indie']",2016-03-24,"['Adventure', 'Puzzle', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Casual', 'Hand-drawn', 'Indie', '2D', 'Singleplayer', 'Relaxing', 'Story Rich', 'Surreal']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,80
"['Action', 'Adventure', 'Indie', 'RPG']",2016-03-31,"['Pixel Graphics', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Adventure', 'Action', 'Indie', 'Singleplayer', 'RPG', 'Hack and Slash', 'Exploration', '2D', 'Colorful', 'Action RPG', 'Top-Down', 'Post-apocalyptic', 'Fantasy', 'Sci-fi', 'Metroidvania', 'Kickstarter']","['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,Very Positive,84
"['Adventure', 'Indie']",2015-07-02,"['Adventure', 'Point & Click', 'Indie', 'Female Protagonist', 'Fantasy', 'Dark Humor', 'Dark', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,74
"['Action', 'Indie', 'RPG']",2016-04-05,"['Indie', 'Action', 'RPG', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Procedural Generation', 'Rogue-lite', 'Dark Humor', 'Funny', 'Illuminati', 'Controller', 'Rogue-like', 'Robots']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,Very Positive,67
"['Action', 'Adventure', 'RPG']",2016-04-14,"['Action', 'Adventure', 'RPG', 'Anime', ""Beat 'em up"", 'Female Protagonist', 'Nudity', 'JRPG', '2D']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,Mixed,53
"['Adventure', 'Indie', 'RPG']",2016-04-25,"['Horror', 'Anime', 'Adventure', 'RPG', 'Visual Novel', 'Psychological Horror', 'RPGMaker', 'Gore', 'Story Rich', 'Indie', 'Pixel Graphics', 'Multiple Endings', 'Singleplayer', 'Mature', 'Dark', 'Great Soundtrack', 'Survival Horror', 'Cute']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,71
"['Action', 'Adventure', 'Indie']",2016-04-26,"['Action', 'Adventure', 'Indie', 'Action RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Mostly Positive,58
"['Adventure', 'Indie']",2016-04-27,"['Adventure', 'Indie', 'Point & Click', 'Comic Book', 'Comedy', 'Zombies', 'Great Soundtrack', 'Hand-drawn', 'Werewolves', '2D', 'Funny', 'Singleplayer', 'Cartoony', 'Story Rich', 'Music', '2.5D']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,Mostly Positive,70
